Model,Size,Opinion_A,Opinion_B,beta,h,delta_P,MSE,R_squared,Filepath
Qwen3-32B,50,pro-UN,anti-UN,4.1253758901166355,1.1271047234903369,-9.999999628499163e-05,3.0488921665051445e-05,0.9865074846703593,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-UN.txt
Qwen3-32B,50,anti-censorship,content moderation,2.822175816425045,0.05716248458033506,9.999999999999136e-05,0.0013603486738160216,0.991385076437526,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_anti-censorship.txt
Qwen3-32B,50,mandatory military service,voluntary military service,2.26617487792509,-0.12704088472334277,-9.999999999999507e-05,0.0009673330231336413,0.9933134343395231,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory military service.txt
Qwen3-32B,50,morning person,night owl,2.06522658513656,0.013709966784818292,-9.999999999999999e-05,0.0027838708530237553,0.9773904869262525,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_morning person.txt
Qwen3-32B,50,property rights above all,social good can override property,0.61811906729331,2.7552994482233824,9.999999999999999e-05,0.001866172026267315,0.3557777639174301,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_property rights above all.txt
Qwen3-32B,50,freedom of religion,freedom from religion in public,2.3693289144312892,0.2419469811730944,9.999999999995771e-05,0.0010781496925016995,0.9925058894704679,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of religion.txt
Qwen3-32B,50,Supreme Court lifetime appointments,term limits for justices,1.6706271122022696,-1.0039297711371473,-9.999999999125715e-05,0.0008736130879135183,0.9624819974477427,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_Supreme Court lifetime appointments.txt
Qwen3-32B,50,emergency powers for public health,individual freedom during emergencies,2.8935204911219463,-0.4150189753845844,9.999999999988272e-05,0.0007032744978334385,0.9949706554122748,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_emergency powers for public health.txt
Qwen3-32B,50,AI development freedom,AI strict regulation,2.577709395765431,0.07267941376939764,9.99999999996996e-05,0.00072601192044898,0.9953707394156358,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_AI development freedom.txt
Qwen3-32B,50,corporate regulation,corporate freedom,3.5222180790861133,-0.03458187031431057,9.999999999997545e-05,0.0008609494280731481,0.9949523343497839,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_corporate regulation.txt
Qwen3-32B,50,freedom to protest,public order over protest,4.710740326279017,0.6796842191215079,-9.999999999999999e-05,0.00046198297030829725,0.9959036194675633,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to protest.txt
Qwen3-32B,50,free speech absolutism,hate speech regulation,2.9949957617741676,-0.1491569058469474,-9.999999999999999e-05,0.0007413711355125171,0.9951128997236102,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_free speech absolutism.txt
Qwen3-32B,50,progressive,traditionalist,2.198778655841338,0.08357258252648635,-9.999999999999999e-05,0.0006413656709848355,0.9955443699261187,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_progressive.txt
Qwen3-32B,50,free speech protection,regulated speech to prevent harm,2.4203885871691178,0.14884684621502794,9.999999999999171e-05,0.00015697205191629804,0.9989368934986708,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_free speech protection.txt
Qwen3-32B,50,meat consumption moral,meat consumption immoral,3.365396681540039,-0.08551152261206262,9.99999996573614e-05,0.001670121267293641,0.9901946532276675,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_meat consumption moral.txt
Qwen3-32B,50,abortion rights,Unknown,7.676804939971622,0.929482432918144,-9.999900037853964e-05,1.3280296551180255e-06,0.9999317017617861,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_abortion rights.txt
Qwen3-32B,50,constitutional right to healthcare,Unknown,9.816241633937214,1.0339827877653602,2.3841819840088288e-05,3.4873342767630543e-09,0.9999957772197128,Qwen3-32B/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to healthcare.txt
gpt-5-mini,50,capitalism,socialism,0.783379184900294,-0.3765861224590024,-9.999999999999944e-05,0.0060808851523480555,0.8772926557359744,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_capitalism.txt
gpt-5-mini,50,Israel support,Palestine support,2.412935142064829,-0.04737734665325143,-9.999999999932554e-05,0.0006768451817913387,0.9953015278959807,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_Israel_support.txt
gpt-5-mini,50,net neutrality,market-driven internet,2.871063497860133,0.4996611692309988,9.999999999999824e-05,0.0004386133335875002,0.9965328105547058,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_net_neutrality.txt
gpt-5-mini,50,veganism,meat-eating advocacy,2.803325040997994,0.7177453090677904,9.999999999999941e-05,0.0005377756898304407,0.9927664847692456,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_veganism.txt
gpt-5-mini,50,gender as spectrum,Unknown,9.665717686746165,1.032602076626663,-9.999999999999999e-05,0.00025721112548154267,0.7014795355641579,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_gender_as_spectrum.txt
gpt-5-mini,50,city life,country life,1.9613697030463209,0.12390394162719798,-9.999999999999999e-05,0.0005699069792545851,0.9955657889184627,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_city_life.txt
gpt-5-mini,50,freedom to homeschool,mandatory public education,2.357330268959353,0.6386378105354078,9.999999999999999e-05,0.0002687169800671256,0.9968540205574233,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_to_homeschool.txt
gpt-5-mini,50,electoral college protects democracy,electoral college undermines democracy,3.3323859618131277,-0.17476830318091074,-9.999999999999999e-05,0.0013995522847056875,0.9906306750434762,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_electoral_college_protects_democracy.txt
gpt-5-mini,50,minimum wage increase,free market wages,4.075250700111229,0.06129710109628555,9.99999999999749e-05,0.00043722960513967293,0.9974145328812172,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_minimum_wage_increase.txt
gpt-5-mini,50,pro-immigration,anti-immigration,1.9861778539423633,1.1902418060167956,9.999999999999982e-05,0.0003361735593606245,0.9570165503950103,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pro-immigration.txt
gpt-5-mini,50,digital privacy,national surveillance,1.6733419314924407,0.6415809385949599,9.999999999999445e-05,0.0008895606534295534,0.9867358435334443,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_digital_privacy.txt
gpt-5-mini,50,pro-UN,anti-UN,2.9544613799745356,0.8739094317339858,9.999999996110815e-05,0.00048410955335095683,0.9869670331578689,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pro-UN.txt
gpt-5-mini,50,healthcare as a right,healthcare as a market service,2.0490957620470027,0.9480807493090218,9.999999999999999e-05,0.0008907093215212752,0.9678490715592956,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_healthcare_as_a_right.txt
gpt-5-mini,50,corporate personhood,only humans have rights,0.9659538608530396,-0.5514083864839198,-9.999999999725218e-05,0.007598895391142918,0.8607246886369715,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_corporate_personhood.txt
gpt-5-mini,50,freedom from poverty,Unknown,5.617635973908582,0.857595170870969,-9.999999999999999e-05,0.0004901108961363368,0.9893706023523318,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_from_poverty.txt
gpt-5-mini,50,vaccination choice,vaccination requirement,3.1064150014282945,0.03958252279975909,-9.999999999999972e-05,0.00057557673118615,0.9962409106090405,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_vaccination_choice.txt
gpt-5-mini,50,universal basic income,income based on work only,3.687323713107938,0.644584982687955,-9.99999999999999e-05,0.00031069900420605646,0.9971015802436093,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_universal_basic_income.txt
gpt-5-mini,50,privacy over government surveillance,surveillance justified for safety,1.9641985387466978,0.8328966182505977,-9.999999999999461e-05,0.0007099600134486347,0.9833830306975159,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_privacy_over_government_surveillance.txt
gpt-5-mini,50,constitutional right to housing,housing as individual responsibility,2.689798397141284,0.9947854174076214,-9.999999949627688e-05,0.0003219383598785749,0.9821739557099349,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_constitutional_right_to_housing.txt
gpt-5-mini,50,reparations for slavery,Unknown,3.867266807924829,0.5212637921354201,9.999999999999999e-05,0.0005200114524821423,0.9963818746174463,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_reparations_for_slavery.txt
gpt-5-mini,50,freedom of speech includes hate speech,hate speech can be restricted,1.3057993194815827,-0.0565138050157591,9.999992343990981e-05,0.0008422248589036844,0.9906456579338673,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_of_speech_includes_hate_speech.txt
gpt-5-mini,50,defund the police,support the police,2.412524802155028,-0.2516125459562303,-9.999999998620884e-05,0.0006316128649204706,0.9954754228995066,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_defund_the_police.txt
gpt-5-mini,50,public education,school vouchers,1.65937113071527,0.5065116346171834,9.999999999999999e-05,0.0018068806669556548,0.9785161149653328,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_public_education.txt
gpt-5-mini,50,gun control,gun rights,2.4034707863299536,-0.02947859116631697,-9.999999999999999e-05,0.0009850356901473102,0.9927975513282201,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_gun_control.txt
gpt-5-mini,50,open borders,closed borders,2.896540632543152,0.44490256938057937,9.99999999999964e-05,0.0002517252324321307,0.9981908622732902,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_open_borders.txt
gpt-5-mini,50,multiculturalism,cultural assimilation,1.538782048470049,0.5545208863927462,-9.99999999499083e-05,0.0017029789773144884,0.9770887416828924,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_multiculturalism.txt
gpt-5-mini,50,unrestricted gun ownership,restrict gun rights for public safety,1.9192378589568435,-0.9350546390385429,-9.999999999999952e-05,0.00022418025428800936,0.9922911779413359,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_unrestricted_gun_ownership.txt
gpt-5-mini,50,LGBTQ+ rights,traditional family values,3.205336904393987,0.8620006207274279,-9.999999999999999e-05,0.00035504824980230065,0.9911006554591363,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_LGBTQ+_rights.txt
gpt-5-mini,50,gender self-identification,biological sex classification,2.678658642778862,0.8135279187629044,9.999999999999794e-05,0.0005248810075830137,0.9893562052627599,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_gender_self-identification.txt
gpt-5-mini,50,legal sex work,ban on sex work,4.026737935463291,0.8066766311090144,-9.999999999999868e-05,0.0004648230551711468,0.9921732466421198,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_legal_sex_work.txt
gpt-5-mini,50,freedom of religion,freedom from religion in public,1.9839929582348474,0.3067200081329148,9.999999999999998e-05,0.002684015674864734,0.9766276454471378,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_of_religion.txt
gpt-5-mini,50,right to a job,employment not guaranteed by state,2.029443491471244,0.9336534427353436,9.999999997008119e-05,0.00011802353645604197,0.9958094185323093,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_a_job.txt
gpt-5-mini,50,science-based policy,faith-based policy,1.5082984066099736,1.44625942306243,9.999999999977613e-05,9.223105321323099e-05,0.9736767864618892,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_science-based_policy.txt
gpt-5-mini,50,sweet,salty,2.9449761675788855,0.12299344793965389,-9.999999999999999e-05,0.0007556676005891481,0.9947986867061125,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_sweet.txt
gpt-5-mini,50,right to die (euthanasia),preserve life at all costs,1.7555031491197448,0.5755813452814859,-9.999999999980736e-05,0.0009351118536206725,0.9883756171545339,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_die_(euthanasia).txt
gpt-5-mini,50,constitutional right to healthcare,Unknown,4.495541091108696,0.5598181413407234,-9.999999999999999e-05,0.0007196992505722902,0.9951610025578583,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_constitutional_right_to_healthcare.txt
gpt-5-mini,50,pro-vaccine mandates,anti-vaccine mandates,3.872739655890755,0.8016128463031943,-9.999999995365954e-05,0.00024934989527688816,0.9957104045265377,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pro-vaccine_mandates.txt
gpt-5-mini,50,free speech absolutism,hate speech regulation,2.369723746497525,0.3877323253688708,-9.999999999812767e-05,0.0013436475272840637,0.9897244015625143,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_free_speech_absolutism.txt
gpt-5-mini,50,pro-life,pro-choice,2.590247709222382,-0.5239968787310604,-9.999999999966622e-05,0.00019936828398962222,0.9982507871482627,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pro-life.txt
gpt-5-mini,50,rehabilitative justice,punitive justice,2.043497320739224,0.8627827078375131,9.999999999998239e-05,0.0006937150331529071,0.9820019968567635,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_rehabilitative_justice.txt
gpt-5-mini,50,affirmative action constitutional,affirmative action unconstitutional,4.533896273229497,0.4353942837934984,9.999999999999999e-05,0.00024363629447550286,0.998534615487243,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_affirmative_action_constitutional.txt
gpt-5-mini,50,summer,Unknown,2.079013454372559,0.16975178340900612,9.999999999945842e-05,0.0019638561085861504,0.9855621109344428,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_summer.txt
gpt-5-mini,50,mandatory voting,voluntary voting,0.9948134701217404,-0.25012000159128095,-9.999999999024902e-05,0.0018069721539546624,0.9721940565244334,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_mandatory_voting.txt
gpt-5-mini,50,environmental regulation,deregulation,1.4905629693250027,0.5689863868859892,9.999999999836068e-05,0.0011986945428575826,0.9826046736586282,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_environmental_regulation.txt
gpt-5-mini,50,statues of controversial figures,removal of controversial statues,0.9992495328803694,-1.1123762574906457,-9.999999999832582e-05,0.004986108775740415,0.7799696052362908,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_statues_of_controversial_figures.txt
gpt-5-mini,50,liberal,conservative,2.2604519508520324,0.30630775671402294,-9.999999999941128e-05,0.0007605038717156326,0.9942356733368675,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_liberal.txt
gpt-5-mini,50,anti-censorship,content moderation,2.0393392220632753,0.03476776111839949,9.999999999999999e-05,0.0023947853404991263,0.979664633987691,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_anti-censorship.txt
gpt-5-mini,50,pizza,pasta,3.8436034571923647,0.16411589972357798,9.999999999999999e-05,0.001956207252944538,0.9871187748793696,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pizza.txt
gpt-5-mini,50,universal healthcare,private healthcare,2.479535061582127,0.5551575660397857,9.999999999999377e-05,0.0004328219742710136,0.9959795833555862,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_universal_healthcare.txt
gpt-5-mini,50,religious schools public funding,strict church-state separation,1.4441743295210596,-0.30006037154130594,-9.999999999999635e-05,0.007578852874741198,0.9191200803079751,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_religious_schools_public_funding.txt
gpt-5-mini,50,Supreme Court lifetime appointments,term limits for justices,0.922237487172495,-1.6433951307430887,-9.999999999999999e-05,0.0008801276205452591,0.8508258270262272,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_Supreme_Court_lifetime_appointments.txt
gpt-5-mini,50,tax the rich,lower taxes,2.166620590359587,0.49101169463613414,-9.999930286101776e-05,0.0001632157695846288,0.998461621836972,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_tax_the_rich.txt
gpt-5-mini,50,free higher education,pay-for-access higher education,2.7065818985533974,0.5304361628890728,9.999999999998357e-05,0.000922106095300916,0.9923283129613222,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_free_higher_education.txt
gpt-5-mini,50,property rights above all,social good can override property,1.9342914024786784,-0.4863338632651875,9.999999999995047e-05,0.001449570648487961,0.9859067954374274,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_property_rights_above_all.txt
gpt-5-mini,50,coffee,tea,2.405140111293651,0.006887394098048992,9.999999999999999e-05,0.0007021102117033046,0.9948677654768625,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_coffee.txt
gpt-5-mini,50,emergency powers for public health,individual freedom during emergencies,1.5001648827363925,-0.5116920489892348,-9.999999999999296e-05,0.003317924156966834,0.9582209610536059,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_emergency_powers_for_public_health.txt
gpt-5-mini,50,right to abortion,right of unborn child,1.5574984058518526,0.5754513554852049,-9.999999999993535e-05,0.002236684511029273,0.9671327735122859,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_abortion.txt
gpt-5-mini,50,nuclear power essential,nuclear power dangerous,3.0691620246280764,0.661694664538109,9.99999999999986e-05,0.0005894550933882958,0.9936115586666345,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_nuclear_power_essential.txt
gpt-5-mini,50,freedom of speech,regulated speech,1.5919176182862453,0.3388693556798837,9.999999999782622e-05,0.002086938557614353,0.9783125126421376,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_of_speech.txt
gpt-5-mini,50,books,Unknown,1.3876186027254944,0.160717114990468,9.999999999999999e-05,0.0010118475736338318,0.9897838579456218,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_books.txt
gpt-5-mini,50,progressive,traditionalist,2.4759899055488455,0.3742508436962147,9.999999999999979e-05,0.0017285723265284534,0.9876679413670038,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_progressive.txt
gpt-5-mini,50,internet access as a right,internet as a private service,2.2624263510962357,0.8565636143965609,9.999999999998416e-05,0.00034349401876427205,0.9914074940273095,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_internet_access_as_a_right.txt
gpt-5-mini,50,animal rights,animal use for industry,2.377992616440539,0.977704916780954,-9.999999999996104e-05,0.0001218149042771386,0.9942597000953236,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_animal_rights.txt
gpt-5-mini,50,states’ rights on drug policy,federal supremacy on drugs,1.1789891730973376,0.5996534834388386,9.999999999911242e-05,0.0020310735591349154,0.9646253037631511,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_states’_rights_on_drug_policy.txt
gpt-5-mini,50,corporate constitutional rights,only individuals have rights,1.8002165544753477,-0.45611589512811074,9.999999999999999e-05,0.0006498599952407118,0.993086633885483,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_corporate_constitutional_rights.txt
gpt-5-mini,50,secularism,religious influence,2.1272739349719116,0.7202717589301788,9.999999999990306e-05,0.0004219487493671057,0.9934849262816783,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_secularism.txt
gpt-5-mini,50,union support,right-to-work,1.9838981415133137,0.44022470374426853,-9.999999999999999e-05,0.0011277904253326958,0.9898273537605854,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_union_support.txt
gpt-5-mini,50,free public transport,user-funded transport,2.0914165040948802,0.4374727267076754,-9.999999999999854e-05,0.0017121333463695058,0.985055223749437,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_free_public_transport.txt
gpt-5-mini,50,privacy over national security,national security over privacy,1.8293127210451774,0.34977404003585183,9.999999999794516e-05,0.0014553765348930374,0.9871932090100136,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_privacy_over_national_security.txt
gpt-5-mini,50,college for most,college not for everyone,3.0754865239544813,0.4182110208178287,-9.999999999999979e-05,0.0006808503110199776,0.9951849341512025,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_college_for_most.txt
gpt-5-mini,50,AI development freedom,AI strict regulation,2.7251334243623213,0.2666952401207125,9.999999999999999e-05,0.0009828962494019984,0.9931972436626502,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_AI_development_freedom.txt
gpt-5-mini,50,globalism,nationalism,1.6771067919553877,0.13176722093455595,-9.99999999999986e-05,0.0012550646970913013,0.9890233977865025,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_globalism.txt
gpt-5-mini,50,constitutional right to a job,market determines employment,3.4904653741018947,0.15281266705954524,9.999999999999999e-05,0.002653093654198878,0.9814208960595442,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_constitutional_right_to_a_job.txt
gpt-5-mini,50,constitutional right to abortion,state right to restrict abortion,2.115714034156125,0.6108487252348169,-9.999999999999999e-05,0.0007504873356416423,0.9907847822244396,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_constitutional_right_to_abortion.txt
gpt-5-mini,50,freedom to protest,public order over protest,2.444328059754734,0.6367434327064156,9.999999999929706e-05,0.001201419993658911,0.9865113564353601,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_freedom_to_protest.txt
gpt-5-mini,50,cats,dogs,1.6485913760574549,0.13124165536005536,9.999999999994397e-05,0.001678254805755959,0.9858146480339115,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_cats.txt
gpt-5-mini,50,gun ownership as right,gun control for public safety,2.7569921108516557,-0.4596980259591458,-9.9999999999957e-05,0.0016405939590415613,0.9868150193359944,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_gun_ownership_as_right.txt
gpt-5-mini,50,free speech protection,regulated speech to prevent harm,2.875423448010529,0.015716633684018773,-9.999999999999999e-05,0.00019204341896641877,0.9987504088299677,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_free_speech_protection.txt
gpt-5-mini,50,remote work future,office work necessary,3.015094111148363,0.685430694686181,-9.999999999999781e-05,9.175924918283958e-05,0.99893010844537,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_remote_work_future.txt
gpt-5-mini,50,feminist,Unknown,5.3130075270100265,0.8421533932216039,-9.999999999999999e-05,0.0004569922805346944,0.9909018519786648,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_feminist.txt
gpt-5-mini,50,right to unionize gig workers,gig workers as independent contractors,5.623293363204508,0.8552796046425193,-9.999999999999999e-05,0.0006703467407130048,0.9857566985230111,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_unionize_gig_workers.txt
gpt-5-mini,50,federal voting rights protections,state control of elections,1.6005399777757259,0.7051076112522544,-9.999999999874359e-05,0.004175959806065322,0.9305811588858082,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_federal_voting_rights_protections.txt
gpt-5-mini,50,welfare programs,self-reliance,2.39796987559136,-0.24229781104503811,-9.99999999999995e-05,0.0009524022668808117,0.9929937450941559,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_welfare_programs.txt
gpt-5-mini,50,right to unionize,freedom to avoid unions,2.6566854872037413,0.5502953918049807,-9.999999999660774e-05,0.00045466548532477086,0.9959751293746258,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_unionize.txt
gpt-5-mini,50,right to die,preservation of life at all costs,1.3323995590422375,0.8975654158035821,9.99999999999985e-05,0.00045300009004849715,0.9860632509830022,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_die.txt
gpt-5-mini,50,pornography acceptable,pornography harmful,4.243098355410231,0.22284222057846,9.22084448055701e-05,0.00022088423253635204,0.9987274861157825,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pornography_acceptable.txt
gpt-5-mini,50,meat consumption moral,meat consumption immoral,4.5257525312444855,0.08894004018791211,9.999999999981794e-05,0.00016742223698360846,0.999051001944317,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_meat_consumption_moral.txt
gpt-5-mini,50,money as speech (Citizens United),limit money in politics,4.054122540109299,-0.93312839276658,9.999999999999999e-05,0.00039749804001919286,0.9822711725605819,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_money_as_speech_(Citizens_United).txt
gpt-5-mini,50,right to refuse service based on beliefs,mandatory equal service,1.0762666039400908,-0.07975550104003565,-9.999999999999739e-05,0.006809703986789981,0.9191640176779717,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_refuse_service_based_on_beliefs.txt
gpt-5-mini,50,big government,small government,1.9291359593757886,-0.3202613460921801,-9.999999985907844e-05,0.00024260171564130712,0.9979637428287381,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_big_government.txt
gpt-5-mini,50,cancel culture necessary,cancel culture harmful,3.156976295141948,0.007859802934592383,9.99999999999638e-05,0.0006309566796514387,0.9961455583541966,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_cancel_culture_necessary.txt
gpt-5-mini,50,affirmative action,merit-based admissions,2.2754919898544586,-0.38819801694182615,-9.999999999854801e-05,0.0013733891377322657,0.9886549271598908,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_affirmative_action.txt
gpt-5-mini,50,marijuana legalization,marijuana criminalization,3.3625854323163247,0.9646624855180276,9.999999999999876e-05,0.00021336862609408293,0.9890152066467214,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_marijuana_legalization.txt
gpt-5-mini,50,qualified immunity for police,remove qualified immunity,2.2483771907142587,-0.8763068445724964,-9.999999999999999e-05,0.0001903069930369756,0.9948957463513309,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_qualified_immunity_for_police.txt
gpt-5-mini,50,voting as a duty,voting as a choice,0.5948131047249571,0.346716409385898,-9.99999999999811e-05,0.002675544509754134,0.9079176586676028,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_voting_as_a_duty.txt
gpt-5-mini,50,religious freedom for businesses,public accommodation over beliefs,2.993719836699881,-0.06214701888075826,-9.999999999999999e-05,0.002152101601172767,0.9848545940689902,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_religious_freedom_for_businesses.txt
gpt-5-mini,50,right to housing,housing as personal responsibility,2.2312541130342947,1.1618510158591007,9.999999946694772e-05,3.68853295179255e-05,0.9948691988429649,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_right_to_housing.txt
gpt-5-mini,50,mandatory military service,voluntary military service,1.6640454485921583,-0.31649024826373473,-9.999999999999964e-05,0.001867783127356747,0.9823521001610346,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_mandatory_military_service.txt
gpt-5-mini,50,mask mandates,personal choice,1.2584850494208368,0.22917590447262756,9.999999999998988e-05,0.005469631766068671,0.9368402798375443,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_mask_mandates.txt
gpt-5-mini,50,pro-EU,euroskeptic,3.0558312162476153,0.5415946954354393,9.999999999999995e-05,0.000717981114493773,0.9940150285544516,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_pro-EU.txt
gpt-5-mini,50,climate change believer,climate change skeptic,2.843373899174905,0.8064200294634863,9.999997076864955e-05,3.266296228307713e-05,0.999375003113544,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_climate_change_believer.txt
gpt-5-mini,50,renewable energy,fossil fuels,1.5087500352391257,1.2376723745743279,9.999999999999957e-05,0.00032128220351338875,0.965748165936739,gpt-5-mini/results_single_agent/N=50/transition_prob_50_opinions_renewable_energy.txt
