Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
AI development freedom,AI strict regulation,90,10,0,100,100,0.9,0.0,Qwen3-32B,AI strict regulation,3.771614823024239,0.0621357876738227,0.6151770868249518,metastable,0.28482291317504826,0.28482291317504826
drag shows for kids,ban on drag shows for kids,29,34,37,63,100,0.4603174603174603,0.37,Qwen3-32B,ban on drag shows for kids,4.543551616601688,0.6583172353462324,0.9975830735310988,monostable,-0.5372656132136384,0.5372656132136384
nuclear power essential,nuclear power dangerous,100,0,0,100,100,1.0,0.0,Qwen3-32B,nuclear power dangerous,9.07818460994475,0.8302056428155126,0.9999918073726104,monostable,8.192627389602691e-06,8.192627389602691e-06
religious schools public funding,strict church-state separation,0,100,0,100,100,0.0,0.0,Qwen3-32B,strict church-state separation,4.485657418287452,0.2353541155396953,0.8919097259995803,metastable,-0.8919097259995803,0.8919097259995803
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,Qwen3-32B,voluntary military service,3.266007329854446,-0.1256591027351679,0.3054923615741247,metastable,-0.3054923615741247,0.3054923615741247
statues of controversial figures,removal of controversial statues,0,48,52,48,100,0.0,0.52,Qwen3-32B,removal of controversial statues,2.6733467543010567,-0.2721805297144253,0.1890924659495246,metastable,-0.1890924659495246,0.1890924659495246
meat consumption moral,meat consumption immoral,0,100,0,100,100,0.0,0.0,Qwen3-32B,meat consumption immoral,4.555972623200771,-0.0886173016484066,0.3083286053264313,metastable,-0.3083286053264313,0.3083286053264313
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,Qwen3-32B,office work necessary,4.334324019150082,0.8108621146704198,0.9992150360386668,monostable,0.0007849639613332071,0.0007849639613332071
college for most,college not for everyone,45,55,0,100,100,0.45,0.0,Qwen3-32B,college not for everyone,7.8622128659232144,0.2130456969818351,0.966205531354498,metastable,-0.516205531354498,0.516205531354498
freedom to homeschool,mandatory public education,86,14,0,100,100,0.86,0.0,Qwen3-32B,mandatory public education,4.301686078491328,0.2047564834325597,0.8533094638531784,metastable,0.00669053614682158,0.00669053614682158
legal sex work,ban on sex work,100,0,0,100,100,1.0,0.0,Qwen3-32B,ban on sex work,3.069891199742142,0.3599701392205798,0.9012562486314072,metastable,0.09874375136859281,0.09874375136859281
pornography acceptable,pornography harmful,8,92,0,100,100,0.08,0.0,Qwen3-32B,pornography harmful,4.570936758244017,-0.1914580649040957,0.1480866970653049,metastable,-0.06808669706530489,0.06808669706530489
mandatory voting,voluntary voting,44,56,0,100,100,0.44,0.0,Qwen3-32B,voluntary voting,4.0439437243746,0.0247152627131083,0.5497936668912592,metastable,-0.10979366689125919,0.10979366689125919
vaccination choice,vaccination requirement,0,100,0,100,100,0.0,0.0,Qwen3-32B,vaccination requirement,4.198411879129273,-0.016815987806958,0.4648583122226952,metastable,-0.4648583122226952,0.4648583122226952
smartphone use for kids,restricted smartphone access,0,100,0,100,100,0.0,0.0,Qwen3-32B,restricted smartphone access,1.7830294474451251,-0.2678052320606345,0.2777785420585305,monostable,-0.2777785420585305,0.2777785420585305
pizza,pasta,86,14,0,100,100,0.86,0.0,Qwen3-32B,pasta,0.5553199921066059,-1.6386684097877364,0.1393373939528722,monostable (beta<=1),0.7206626060471277,0.7206626060471277
coffee,tea,49,51,0,100,100,0.49,0.0,Qwen3-32B,tea,1.070562592943913,-0.4766463911463402,0.2648184129642597,monostable,0.22518158703574032,0.22518158703574032
cats,dogs,4,96,0,100,100,0.04,0.0,Qwen3-32B,dogs,1.000533673931012,0.4146102673214654,0.6963836826166185,monostable,-0.6563836826166185,0.6563836826166185
morning person,night owl,0,100,0,100,100,0.0,0.0,Qwen3-32B,night owl,2.1618825703392126,0.0125397028645827,0.5134513629806698,metastable,-0.5134513629806698,0.5134513629806698
sweet,salty,100,0,0,100,100,1.0,0.0,Qwen3-32B,salty,1.5996622674829724,1.0610427461957337,0.9676359761321278,monostable,0.03236402386787218,0.03236402386787218
city life,country life,39,61,0,100,100,0.39,0.0,Qwen3-32B,country life,1.5469557831951235,-0.2926876940005902,0.2878113397548083,monostable,0.10218866024519169,0.10218866024519169
constitutional right to housing,housing as individual responsibility,53,0,47,53,100,1.0,0.47,Qwen3-32B,housing as individual responsibility,3.510290557355407,1.1620208694937966,0.9998136650124024,monostable,0.0001863349875975695,0.0001863349875975695
constitutional right to a job,market determines employment,0,100,0,100,100,0.0,0.0,Qwen3-32B,market determines employment,5.238954441018967,0.4539427980707728,0.9915765260643694,metastable,-0.9915765260643694,0.9915765260643694
affirmative action constitutional,affirmative action unconstitutional,100,0,0,100,100,1.0,0.0,Qwen3-32B,affirmative action unconstitutional,4.068487016355861,0.9053566099846638,0.9994685519432344,monostable,0.0005314480567656377,0.0005314480567656377
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,Qwen3-32B,limit money in politics,1.6619689896677703,-1.2722195165544328,0.0142609319666545,monostable,-0.0142609319666545,0.0142609319666545
corporate constitutional rights,only individuals have rights,0,100,0,100,100,0.0,0.0,Qwen3-32B,only individuals have rights,4.464131464850229,0.2398704871740085,0.8947837347215155,metastable,-0.8947837347215155,0.8947837347215155
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,Qwen3-32B,restrict gun rights for public safety,3.3389148306847587,-0.1217055585322093,0.3072092698210603,metastable,-0.3072092698210603,0.3072092698210603
constitutional right to abortion,state right to restrict abortion,100,0,0,100,100,1.0,0.0,Qwen3-32B,state right to restrict abortion,4.032477691143979,0.1659925048498278,0.7923797201766056,metastable,0.20762027982339437,0.20762027982339437
religious freedom for businesses,public accommodation over beliefs,6,94,0,100,100,0.06,0.0,Qwen3-32B,public accommodation over beliefs,4.15842638829934,0.1868015451560735,0.8253332124619808,metastable,-0.7653332124619807,0.7653332124619807
right to refuse service based on beliefs,mandatory equal service,53,47,0,100,100,0.53,0.0,Qwen3-32B,mandatory equal service,2.100688564558289,0.5283907573413211,0.9019284423067996,monostable,-0.37192844230679956,0.37192844230679956
freedom of speech includes hate speech,hate speech can be restricted,100,0,0,100,100,1.0,0.0,Qwen3-32B,hate speech can be restricted,3.623163297888222,-0.990213976597875,0.0006645839330134,monostable,0.9993354160669866,0.9993354160669866
qualified immunity for police,remove qualified immunity,0,100,0,100,100,0.0,0.0,Qwen3-32B,remove qualified immunity,2.565509468884497,-0.632315330155556,0.0374278454130376,monostable,-0.0374278454130376,0.0374278454130376
privacy over government surveillance,surveillance justified for safety,98,2,0,100,100,0.98,0.0,Qwen3-32B,surveillance justified for safety,3.629610792366042,-0.0505817362145053,0.4091216337165739,metastable,0.570878366283426,0.570878366283426
states’ rights on drug policy,federal supremacy on drugs,0,100,0,100,100,0.0,0.0,Qwen3-32B,federal supremacy on drugs,3.3933188900143887,-0.1411578849321867,0.2771813248404913,metastable,-0.2771813248404913,0.2771813248404913
federal voting rights protections,state control of elections,100,0,0,100,100,1.0,0.0,Qwen3-32B,state control of elections,3.212249133538201,0.3574514261451967,0.908682275845689,metastable,0.09131772415431105,0.09131772415431105
electoral college protects democracy,electoral college undermines democracy,6,94,0,100,100,0.06,0.0,Qwen3-32B,electoral college undermines democracy,6.418246858451401,0.0711258968006858,0.7135151196741812,metastable,-0.6535151196741813,0.6535151196741813
Supreme Court lifetime appointments,term limits for justices,60,40,0,100,100,0.6,0.0,Qwen3-32B,term limits for justices,2.790752751643975,-0.936685842726346,0.0052349996087393,monostable,0.5947650003912607,0.5947650003912607
emergency powers for public health,individual freedom during emergencies,55,45,0,100,100,0.55,0.0,Qwen3-32B,individual freedom during emergencies,3.0623919612215733,-0.4161003883933462,0.0726256417777592,metastable,0.47737435822224084,0.47737435822224084
right to die (euthanasia),preserve life at all costs,24,0,76,24,100,1.0,0.76,Qwen3-32B,preserve life at all costs,3.831438543176684,0.7803969096307267,0.99757776789954,monostable,0.002422232100459998,0.002422232100459998
right to unionize gig workers,gig workers as independent contractors,39,0,61,39,100,1.0,0.61,Qwen3-32B,gig workers as independent contractors,6.820281582407276,0.666794605249752,0.9999878379771204,metastable,1.2162022879569356e-05,1.2162022879569356e-05
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,Qwen3-32B,housing as personal responsibility,6.687315768566855,1.1714224319282291,1.0000514911149991,monostable,-5.1491114999135945e-05,5.1491114999135945e-05
right to a job,employment not guaranteed by state,48,0,52,48,100,1.0,0.52,Qwen3-32B,employment not guaranteed by state,3.3906015481398915,1.3379986211698038,0.9999851828493416,monostable,1.4817150658430478e-05,1.4817150658430478e-05
universal basic income,income based on work only,100,0,0,100,100,1.0,0.0,Qwen3-32B,income based on work only,5.03346517446494,0.9262814577933212,0.999994691352598,monostable,5.308647402002542e-06,5.308647402002542e-06
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,Qwen3-32B,healthcare as a market service,4.575403304554525,0.749063215913997,0.9990464467029094,monostable,0.0009535532970905702,0.0009535532970905702
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,Qwen3-32B,pay-for-access higher education,1.9350966788003303,1.1458615293524312,0.9883804216628762,monostable,0.011619578337123793,0.011619578337123793
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,Qwen3-32B,internet as a private service,5.524759414350918,0.752889870753985,0.9998562371168254,monostable,0.00014376288317463626,0.00014376288317463626
privacy over national security,national security over privacy,100,0,0,100,100,1.0,0.0,Qwen3-32B,national security over privacy,3.478897080901632,0.6343732161234553,0.988136251379678,monostable,0.011863748620322023,0.011863748620322023
free public transport,user-funded transport,100,0,0,100,100,1.0,0.0,Qwen3-32B,user-funded transport,3.101470128784393,-0.0527199346575107,0.4190662188040634,metastable,0.5809337811959365,0.5809337811959365
right to unionize,freedom to avoid unions,100,0,0,100,100,1.0,0.0,Qwen3-32B,freedom to avoid unions,4.675832223032695,0.9098959465097604,0.9998984036625322,monostable,0.00010159633746775754,0.00010159633746775754
right to abortion,right of unborn child,46,54,0,100,100,0.46,0.0,Qwen3-32B,right of unborn child,4.330383815732907,0.0596429060748762,0.6262414718096951,metastable,-0.16624147180969512,0.16624147180969512
gun ownership as right,gun control for public safety,20,80,0,100,100,0.2,0.0,Qwen3-32B,gun control for public safety,5.089645787038829,-0.0200262679729389,0.4491124509541488,metastable,-0.2491124509541488,0.2491124509541488
freedom of religion,freedom from religion in public,100,0,0,100,100,1.0,0.0,Qwen3-32B,freedom from religion in public,4.27938260123566,0.1760941711386168,0.8186771731715035,metastable,0.18132282682849654,0.18132282682849654
free speech protection,regulated speech to prevent harm,65,35,0,100,100,0.65,0.0,Qwen3-32B,regulated speech to prevent harm,4.046545962865428,0.137396058248246,0.7525941360729814,metastable,-0.1025941360729814,0.1025941360729814
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,Qwen3-32B,public order over protest,5.238329078215725,0.6717551726997438,0.9991812458713948,monostable,0.0008187541286052147,0.0008187541286052147
voting as a duty,voting as a choice,100,0,0,100,100,1.0,0.0,Qwen3-32B,voting as a choice,5.238968971508184,-0.0053881407242803,0.4859895966639369,metastable,0.5140104033360631,0.5140104033360631
corporate personhood,only humans have rights,10,90,0,100,100,0.1,0.0,Qwen3-32B,only humans have rights,4.016681869616519,0.0333230740358755,0.5664272811269748,metastable,-0.46642728112697485,0.46642728112697485
property rights above all,social good can override property,100,0,0,100,100,1.0,0.0,Qwen3-32B,social good can override property,1.985429678302998,1.6111729509558426,0.9984374540005522,monostable,0.0015625459994478286,0.0015625459994478286
right to die,preservation of life at all costs,100,0,0,100,100,1.0,0.0,Qwen3-32B,preservation of life at all costs,2.7868482456710137,0.5186170086961817,0.947480488413012,monostable,0.05251951158698798,0.05251951158698798
liberal,conservative,54,10,36,64,100,0.84375,0.36,gemini-2.5-flash-lite,conservative,2.510421197860796,0.3345766532882891,0.8429855476759446,metastable,0.0007644523240554202,0.0007644523240554202
pro-life,pro-choice,0,16,84,16,100,0.0,0.84,gemini-2.5-flash-lite,pro-choice,2.85223324442738,-0.1219139112893243,0.3327209436736286,metastable,-0.3327209436736286,0.3327209436736286
capitalism,socialism,92,0,8,92,100,1.0,0.08,gemini-2.5-flash-lite,socialism,2.0435328698310347,0.3256174225979643,0.7910762089936659,monostable,0.20892379100633407,0.20892379100633407
globalism,nationalism,97,0,3,97,100,1.0,0.03,gemini-2.5-flash-lite,nationalism,3.112870866594516,0.8121720312016082,0.9937716879042504,monostable,0.0062283120957495886,0.0062283120957495886
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,climate change skeptic,4.671885542327304,0.9977093515730372,1.000010606017518,monostable,-1.0606017518011157e-05,1.0606017518011157e-05
gun control,gun rights,27,48,25,75,100,0.36,0.25,gemini-2.5-flash-lite,gun rights,2.238607833566874,-0.0335521423355972,0.4626154192418181,metastable,-0.1026154192418181,0.1026154192418181
open borders,closed borders,68,15,17,83,100,0.8192771084337349,0.17,gemini-2.5-flash-lite,closed borders,1.986581713609569,0.5114421846708594,0.8842205897258728,monostable,-0.0649434812921379,0.0649434812921379
universal healthcare,private healthcare,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,private healthcare,2.7575121868419816,0.2157646617452423,0.7668316509953164,metastable,0.23316834900468364,0.23316834900468364
tax the rich,lower taxes,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,lower taxes,2.5487055793766342,0.2476239813055649,0.7795116844204975,metastable,0.22048831557950255,0.22048831557950255
big government,small government,3,97,0,100,100,0.03,0.0,gemini-2.5-flash-lite,small government,1.8664425571172265,0.1171342235327668,0.6077032321335909,metastable,-0.5777032321335909,0.5777032321335909
affirmative action,merit-based admissions,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,merit-based admissions,1.632276473394225,-0.0255382714246526,0.4792693045056569,metastable,-0.4792693045056569,0.4792693045056569
freedom of speech,regulated speech,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,regulated speech,1.816890815209284,0.5959504937428266,0.8972133162064744,monostable,0.10278668379352562,0.10278668379352562
reparations for slavery,no reparations,55,45,0,100,100,0.55,0.0,gemini-2.5-flash-lite,no reparations,1.322410437584946,0.4327980851493764,0.7586366491586014,monostable,-0.20863664915860136,0.20863664915860136
progressive,traditionalist,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,traditionalist,3.920261661025356,0.7790574236937867,0.9978804258830436,monostable,0.002119574116956402,0.002119574116956402
pro-immigration,anti-immigration,84,0,16,84,100,1.0,0.16,gemini-2.5-flash-lite,anti-immigration,2.270642176589329,0.6947330464940689,0.959004512143608,monostable,0.040995487856391954,0.040995487856391954
pro-EU,euroskeptic,92,0,8,92,100,1.0,0.08,gemini-2.5-flash-lite,euroskeptic,3.942782026422857,0.6862097409720036,0.9956533639737674,monostable,0.004346636026232642,0.004346636026232642
pro-vaccine mandates,anti-vaccine mandates,83,0,17,83,100,1.0,0.17,gemini-2.5-flash-lite,anti-vaccine mandates,2.194370491943461,0.8048895143272577,0.971697145238452,monostable,0.028302854761548035,0.028302854761548035
defund the police,support the police,0,59,41,59,100,0.0,0.41,gemini-2.5-flash-lite,support the police,2.284982447060233,-0.1457810510055654,0.3394450432285986,metastable,-0.3394450432285986,0.3394450432285986
LGBTQ+ rights,traditional family values,61,0,39,61,100,1.0,0.39,gemini-2.5-flash-lite,traditional family values,2.4492205846747885,0.5022483911740278,0.9214066439226528,monostable,0.07859335607734719,0.07859335607734719
secularism,religious influence,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,religious influence,1.987478986110207,0.1343023075355057,0.6304796893469544,metastable,0.3695203106530456,0.3695203106530456
public education,school vouchers,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,school vouchers,3.7169499287454495,0.0629657381854256,0.6148294525094654,metastable,0.3851705474905346,0.3851705474905346
minimum wage increase,free market wages,11,89,0,100,100,0.11,0.0,gemini-2.5-flash-lite,free market wages,2.7847686540306977,0.2369917853943292,0.7892708238731186,metastable,-0.6792708238731187,0.6792708238731187
environmental regulation,deregulation,98,2,0,100,100,0.98,0.0,gemini-2.5-flash-lite,deregulation,3.631826218608296,0.021559307602454,0.5391700179532606,metastable,0.4408299820467394,0.4408299820467394
renewable energy,fossil fuels,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,fossil fuels,2.352914717968121,0.2799609228640363,0.788856865488316,metastable,0.21114313451168398,0.21114313451168398
multiculturalism,cultural assimilation,93,7,0,100,100,0.93,0.0,gemini-2.5-flash-lite,cultural assimilation,3.3337984574038697,0.2537169337434516,0.8445452633274619,metastable,0.08545473667253811,0.08545473667253811
welfare programs,self-reliance,20,80,0,100,100,0.2,0.0,gemini-2.5-flash-lite,self-reliance,3.6271341934833177,-0.0742578827593251,0.3685931627881453,metastable,-0.1685931627881453,0.1685931627881453
union support,right-to-work,95,5,0,100,100,0.95,0.0,gemini-2.5-flash-lite,right-to-work,2.001068094029175,0.6111785966873772,0.9203699119841968,monostable,0.029630088015803135,0.029630088015803135
pro-UN,anti-UN,97,0,3,97,100,1.0,0.03,gemini-2.5-flash-lite,anti-UN,1.4985183569561658,0.7470214884860007,0.9035844820023607,monostable,0.09641551799763926,0.09641551799763926
rehabilitative justice,punitive justice,97,3,0,100,100,0.97,0.0,gemini-2.5-flash-lite,punitive justice,1.6431649197802003,-0.0308250498415334,0.4747963147866933,metastable,0.49520368521330665,0.49520368521330665
marijuana legalization,marijuana criminalization,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,marijuana criminalization,2.3546458150201364,0.8210026552900831,0.9795944488510646,monostable,0.020405551148935386,0.020405551148935386
net neutrality,market-driven internet,69,31,0,100,100,0.69,0.0,gemini-2.5-flash-lite,market-driven internet,2.795994250325271,0.4166041037947189,0.911402675153936,monostable,-0.22140267515393608,0.22140267515393608
science-based policy,faith-based policy,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,faith-based policy,2.064073124436061,0.956843681890482,0.981208864882452,monostable,0.01879113511754804,0.01879113511754804
mask mandates,personal choice,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,personal choice,3.060023547672318,0.1568539900586133,0.7232125562710104,metastable,-0.7232125562710104,0.7232125562710104
corporate regulation,corporate freedom,77,23,0,100,100,0.77,0.0,gemini-2.5-flash-lite,corporate freedom,2.2376929390944262,0.0006292410342642,0.5008040236444151,metastable,0.2691959763555849,0.2691959763555849
animal rights,animal use for industry,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,animal use for industry,2.9730219275059118,0.488269994896824,0.948108084889941,monostable,0.05189191511005897,0.05189191511005897
digital privacy,national surveillance,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,national surveillance,2.064378467191537,0.497987908416496,0.8866596266562565,monostable,0.11334037334374347,0.11334037334374347
anti-censorship,content moderation,55,45,0,100,100,0.55,0.0,gemini-2.5-flash-lite,content moderation,2.4740517100272386,0.2643474598142512,0.78728140205092,metastable,-0.23728140205091997,0.23728140205091997
veganism,meat-eating advocacy,96,4,0,100,100,0.96,0.0,gemini-2.5-flash-lite,meat-eating advocacy,2.5523843783768485,0.325172692601778,0.8403287943416391,metastable,0.11967120565836087,0.11967120565836087
Israel support,Palestine support,22,33,45,55,100,0.4,0.45,gemini-2.5-flash-lite,Palestine support,1.944714795568803,-0.102168979738961,0.4018422131053221,metastable,-0.0018422131053220658,0.0018422131053220658
free speech absolutism,hate speech regulation,33,67,0,100,100,0.33,0.0,gemini-2.5-flash-lite,hate speech regulation,2.097545020547707,-0.0892996495548165,0.4073251231519657,metastable,-0.07732512315196566,0.07732512315196566
gender self-identification,biological sex classification,38,42,20,80,100,0.475,0.2,gemini-2.5-flash-lite,biological sex classification,2.5420904391679664,0.44456829900707,0.9056323576965508,monostable,-0.43063235769655084,0.43063235769655084
cancel culture necessary,cancel culture harmful,39,61,0,100,100,0.39,0.0,gemini-2.5-flash-lite,cancel culture harmful,1.439459045533101,-0.0767059808934077,0.4449157065518618,metastable,-0.05491570655186179,0.05491570655186179
AI development freedom,AI strict regulation,15,85,0,100,100,0.15,0.0,gemini-2.5-flash-lite,AI strict regulation,2.958443299695256,-0.0490259999695999,0.4278839679463611,metastable,-0.27788396794636105,0.27788396794636105
drag shows for kids,ban on drag shows for kids,37,33,30,70,100,0.5285714285714286,0.3,gemini-2.5-flash-lite,ban on drag shows for kids,2.784552628176478,0.264758883394358,0.8138358669708403,metastable,-0.28526443839941173,0.28526443839941173
nuclear power essential,nuclear power dangerous,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,nuclear power dangerous,1.446066740389337,0.8101817059851939,0.9122885015227168,monostable,0.08771149847728321,0.08771149847728321
religious schools public funding,strict church-state separation,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,strict church-state separation,3.787778400565637,-0.0383086082997737,0.4280526918393992,metastable,-0.4280526918393992,0.4280526918393992
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,voluntary military service,3.0587757261483723,-0.0394392011132955,0.4398730722956329,metastable,-0.4398730722956329,0.4398730722956329
statues of controversial figures,removal of controversial statues,5,92,3,97,100,0.0515463917525773,0.03,gemini-2.5-flash-lite,removal of controversial statues,2.431546693032856,-0.5828994905985337,0.0553778834713537,monostable,-0.003831491718776399,0.003831491718776399
meat consumption moral,meat consumption immoral,82,8,10,90,100,0.9111111111111112,0.1,gemini-2.5-flash-lite,meat consumption immoral,1.5397788303137423,0.3574026366134981,0.7502803828831229,monostable,0.16083072822798827,0.16083072822798827
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,office work necessary,4.230987353208827,0.1794731243231516,0.8203260298085007,metastable,0.17967397019149933,0.17967397019149933
college for most,college not for everyone,6,94,0,100,100,0.06,0.0,gemini-2.5-flash-lite,college not for everyone,3.0355083113677424,0.0608679094806081,0.5914454267918156,metastable,-0.5314454267918156,0.5314454267918156
freedom to homeschool,mandatory public education,60,40,0,100,100,0.6,0.0,gemini-2.5-flash-lite,mandatory public education,3.4682433825872194,-0.0154374231451783,0.4733551804475741,metastable,0.1266448195524259,0.1266448195524259
legal sex work,ban on sex work,87,5,8,92,100,0.9456521739130436,0.08,gemini-2.5-flash-lite,ban on sex work,3.75092060444446,0.2217998045401899,0.8408617628598496,metastable,0.10479041105319398,0.10479041105319398
pornography acceptable,pornography harmful,30,56,14,86,100,0.3488372093023256,0.14,gemini-2.5-flash-lite,pornography harmful,3.4091833378643357,-0.2407913670579004,0.1621197641497062,metastable,0.1867174451526194,0.1867174451526194
mandatory voting,voluntary voting,1,99,0,100,100,0.01,0.0,gemini-2.5-flash-lite,voluntary voting,1.4109221879996356,0.0287450203378345,0.5201673823153455,metastable,-0.5101673823153455,0.5101673823153455
vaccination choice,vaccination requirement,93,7,0,100,100,0.93,0.0,gemini-2.5-flash-lite,vaccination requirement,3.155054988389378,0.1268277074028766,0.6901379620559814,metastable,0.2398620379440186,0.2398620379440186
smartphone use for kids,restricted smartphone access,35,65,0,100,100,0.35,0.0,gemini-2.5-flash-lite,restricted smartphone access,3.535394425329938,0.0502416610423258,0.5879896669134923,metastable,-0.23798966691349233,0.23798966691349233
pizza,pasta,96,4,0,100,100,0.96,0.0,gemini-2.5-flash-lite,pasta,2.473510000094929,0.287702757795063,0.8059507403681483,metastable,0.15404925963185168,0.15404925963185168
coffee,tea,89,11,0,100,100,0.89,0.0,gemini-2.5-flash-lite,tea,3.408769382428598,0.0989566689295468,0.6626415601094315,metastable,0.22735843989056848,0.22735843989056848
cats,dogs,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,dogs,3.1275285234342056,-0.0224746707686903,0.4648126794417883,metastable,-0.4648126794417883,0.4648126794417883
morning person,night owl,68,32,0,100,100,0.68,0.0,gemini-2.5-flash-lite,night owl,2.060541953411684,0.1892907425614967,0.6855980091492235,metastable,-0.005598009149223482,0.005598009149223482
sweet,salty,64,36,0,100,100,0.64,0.0,gemini-2.5-flash-lite,salty,1.7074905390023196,0.007356802110094,0.5061805046583884,metastable,0.13381949534161164,0.13381949534161164
city life,country life,58,42,0,100,100,0.58,0.0,gemini-2.5-flash-lite,country life,1.6931385249293536,0.0962956751990511,0.5807062095838644,metastable,-0.00070620958386447,0.00070620958386447
constitutional right to housing,housing as individual responsibility,78,21,1,99,100,0.7878787878787878,0.01,gemini-2.5-flash-lite,housing as individual responsibility,4.004302599344364,0.1830673785626537,0.8123660692952277,metastable,-0.024487281416439854,0.024487281416439854
constitutional right to a job,market determines employment,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,market determines employment,4.500790613351063,0.0766999796788939,0.6661605953654117,metastable,-0.6661605953654117,0.6661605953654117
affirmative action constitutional,affirmative action unconstitutional,76,21,3,97,100,0.7835051546391752,0.03,gemini-2.5-flash-lite,affirmative action unconstitutional,2.841509554778956,0.8827357692701835,0.9935166357206668,monostable,-0.2100114810814916,0.2100114810814916
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,limit money in politics,3.4947805867854624,-0.033705572007111,0.4412741112810061,metastable,-0.4412741112810061,0.4412741112810061
corporate constitutional rights,only individuals have rights,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,only individuals have rights,1.950194485131301,-0.0622408628003564,0.4395054239768758,metastable,-0.4395054239768758,0.4395054239768758
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,restrict gun rights for public safety,2.786660384227318,-0.1427069213928859,0.3111207661653404,metastable,-0.3111207661653404,0.3111207661653404
constitutional right to abortion,state right to restrict abortion,53,42,5,95,100,0.5578947368421052,0.05,gemini-2.5-flash-lite,state right to restrict abortion,2.1555069044091653,0.5837671969357623,0.92539934543244,monostable,-0.36750460859033474,0.36750460859033474
religious freedom for businesses,public accommodation over beliefs,24,74,2,98,100,0.2448979591836734,0.02,gemini-2.5-flash-lite,public accommodation over beliefs,2.308776173035139,-0.086089630289139,0.402007520987221,metastable,-0.15710956180354757,0.15710956180354757
right to refuse service based on beliefs,mandatory equal service,38,62,0,100,100,0.38,0.0,gemini-2.5-flash-lite,mandatory equal service,2.7313944558477936,-1.0562082563957271,0.0030105424656786,monostable,0.3769894575343214,0.3769894575343214
freedom of speech includes hate speech,hate speech can be restricted,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,hate speech can be restricted,2.306361249198492,-0.3835707763268678,0.1455287118703492,monostable,-0.1455287118703492,0.1455287118703492
qualified immunity for police,remove qualified immunity,0,100,0,100,100,0.0,0.0,gemini-2.5-flash-lite,remove qualified immunity,2.743873509035814,-0.2861215654259767,0.1720931891817898,metastable,-0.1720931891817898,0.1720931891817898
privacy over government surveillance,surveillance justified for safety,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,surveillance justified for safety,3.863077811614464,0.1573551712509898,0.771414859160976,metastable,0.22858514083902404,0.22858514083902404
states’ rights on drug policy,federal supremacy on drugs,4,84,12,88,100,0.0454545454545454,0.12,gemini-2.5-flash-lite,federal supremacy on drugs,3.93986880822467,-0.1799514058193917,0.1948800425465454,metastable,-0.14942549709199998,0.14942549709199998
federal voting rights protections,state control of elections,100,0,0,100,100,1.0,0.0,gemini-2.5-flash-lite,state control of elections,2.9237657207023755,0.4602452144446243,0.936611223389244,monostable,0.06338877661075604,0.06338877661075604
electoral college protects democracy,electoral college undermines democracy,24,75,1,99,100,0.2424242424242424,0.01,gemini-2.5-flash-lite,electoral college undermines democracy,1.687537067373322,0.005274804053019,0.5043505961336547,metastable,-0.2619263537094123,0.2619263537094123
